setup,axis,family,cell,moment,metric,n,median,q25,q75
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_cka_te,2,0.3469187072501312,0.3122616322810501,0.38157578221921234
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_pred_agree_grid,2,0.9643958210945129,0.9638644158840179,0.9649272263050079
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_clock_key_jaccard,2,0.5444444444444445,0.5388888888888889,0.55
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_clock_energy_cos,2,0.754381499924006,0.7472033285543613,0.7615596712936508
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_step_gap,3,0.0,0.0,0.0
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_rel_dist,2,1.1253462433815002,1.116407424211502,1.1342850625514984
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_cos,2,0.3710964471101761,0.35901226848363876,0.3831806257367134
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_first_rel_dist,2,1.1212889552116394,1.1181263625621796,1.1244515478610992
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_pred_agree_te,3,1.0,0.5054555763490498,1.0
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_twin_acc_te,3,100.0,100.0,100.0
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_fed_acc_te,3,100.0,50.545557618141174,100.0
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_cka_te,2,0.3557095543446265,0.3398492205350631,0.37156988815418984
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_pred_agree_grid,3,1.0,0.5051546394824982,1.0
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_clock_key_jaccard,3,0.7333333333333333,0.378030303030303,0.7625
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,end,tw_clock_energy_cos,2,0.942960355818748,0.9170351519704205,0.9688855596670756
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,first,tw_step_gap,3,0.0,0.0,0.0
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,first,tw_rel_dist,3,0.5020843744277954,0.4949417859315872,0.5067772269248962
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,first,tw_cos,3,0.8867254257202148,0.8850820958614349,0.8894872665405273
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,first,tw_first_rel_dist,3,0.48972922563552856,0.48307615518569946,0.4944894313812256
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,first,tw_pred_agree_te,3,0.3281847834587097,0.317911297082901,0.3370412439107895
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,first,tw_twin_acc_te,3,1.5162250995635986,1.509139895439148,1.891738772392273
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,first,tw_fed_acc_te,3,0.8785603642463684,0.7651977241039276,1.013178437948227
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,first,tw_cka_te,3,0.7301050981670348,0.728442774826273,0.7393560725620346
